entry_time,exit_time,side,entry_price,exit_price,reason,net_pnl
1786356000000,1786362360000,LONG,0.0272417239,0.0309739023,structural_stop,135.93378306356013
1786368300000,1786369500000,LONG,0.0319471944,0.03077062263,structural_stop,-37.81022719525555
1786376400000,1786377600000,SHORT,0.0280981899,0.028814281140000002,structural_stop,-25.656426049352067
1786386000000,1786386060000,SHORT,0.028788120900000002,0.029157490457499997,structural_stop,-13.837039401163047
1786415400000,1786415820000,SHORT,0.0272402757,0.02786538626,structural_stop,-23.959500196247994
1786485000000,1786491780000,SHORT,0.0199290069,0.019332333039999997,structural_stop,28.95493954743947
1786500600000,1786506300000,SHORT,0.018764123400000002,0.01851865168,structural_stop,12.088512083650075
1786514100000,1786515660000,LONG,0.018851885,0.0182760472125,structural_stop,-31.530096518531092
1786584300000,1786584720000,SHORT,0.0214218576,0.021632037987499998,structural_stop,-10.816397887629881
1786668900000,1786675140000,LONG,0.0197649763,0.019807819020000002,structural_stop,1.1665241581899521
1786698300000,1786699200000,LONG,0.0194639462,0.019297120095,structural_stop,-9.56674644669436
1786701000000,1786701060000,SHORT,0.019208079000000003,0.0193056053675,structural_stop,-6.079900529550417
1786708500000,1786708860000,LONG,0.019322932100000002,0.01917198261,structural_stop,-9.036403873768375
1786715700000,1786722120000,LONG,0.0196749673,0.019580691735,structural_stop,-5.789254578201993
1786724100000,1786725300000,LONG,0.019926992499999997,0.0195468701175,structural_stop,-20.066214899651673
1786743600000,1786749360000,SHORT,0.019348064999999998,0.01908980879,structural_stop,12.354582905577297
1786780200000,1786786080000,LONG,0.0194749473,0.0199500797925,structural_stop,22.58583645583209
1786839300000,1786840740000,SHORT,0.019233076499999998,0.0194439191975,structural_stop,-11.967986263079206
1786887300000,1786887720000,SHORT,0.0207959202,0.021208670654999998,structural_stop,-20.85758871240023
1786932000000,1786933560000,SHORT,0.0210088989,0.021192369025,structural_stop,-9.737338445781253
1787016600000,1787018280000,SHORT,0.0194360562,0.019750824885,structural_stop,-17.203187833059527
1787036100000,1787036580000,LONG,0.0197779776,0.0195729675075,structural_stop,-11.360391319977492
1787067900000,1787068200000,LONG,0.0201070105,0.020003074492500002,structural_stop,-6.166558176127154
1787100000000,1787100300000,LONG,0.0196429641,0.019542695535,structural_stop,-6.102001419302027
1787170200000,1787170800000,SHORT,0.020607939,0.020761925985,structural_stop,-8.4759527623068
1787213100000,1787213280000,SHORT,0.0208129185,0.02093089288,structural_stop,-6.671158861742531
1787281200000,1787282460000,LONG,0.0235483546,0.023107838985,structural_stop,-19.6974998751081
1787290500000,1787295300000,SHORT,0.0229487049,0.023127762545,structural_stop,-8.806417599735713
1787302800000,1787302920000,LONG,0.0233783376,0.023125437225,structural_stop,-11.812313909458648
1787335200000,1787354220000,SHORT,0.022419757800000002,0.022046479427499998,structural_stop,15.707063253210269
1787372400000,1787373840000,LONG,0.0229592957,0.022752724499999998,structural_stop,-9.99278083691399
1787376600000,1787376960000,SHORT,0.0222927705,0.023287753542499998,structural_stop,-45.654859476584484
1787421600000,1787427720000,SHORT,0.0223937604,0.022352385015,structural_stop,0.8485538807720909
1787439300000,1787443140000,SHORT,0.0217328265,0.0220678815675,structural_stop,-16.424712245034
1787491500000,1787496180000,LONG,0.024622461999999998,0.0245406206925,structural_stop,-4.322185524999362
1787508000000,1787512860000,SHORT,0.0260993898,0.0262897037075,structural_stop,-8.29553701879075
1787518800000,1787521440000,LONG,0.025866586400000002,0.025639835760000004,structural_stop,-9.76177711180315
1787548500000,1787555460000,LONG,0.022795279300000002,0.0227643983325,structural_stop,-2.35403153477706
1787561400000,1787571120000,LONG,0.0225582556,0.023341390627500003,structural_stop,33.69875835551101
