entry_time,exit_time,side,entry_price,exit_price,reason,net_pnl
1786579500000,1786580160000,SHORT,0.00266976594,0.0026852294385,structural_stop,-7.797872302805782
1787275200000,1787275320000,LONG,0.0032184435599999996,0.0031968080105000004,structural_stop,-8.715641752779163
1787344500000,1787344680000,LONG,0.00386717328,0.003837622322,structural_stop,-9.633846456965536
1787379000000,1787380800000,SHORT,0.0040369924400000005,0.004104990834,structural_stop,-18.86066877895858
1787381400000,1787385900000,LONG,0.004121224079999999,0.004100867162500001,structural_stop,-7.3804393558475825
1787387100000,1787389980000,SHORT,0.004122975240000001,0.004152292792500001,structural_stop,-9.117886561089268
1787502000000,1787504820000,SHORT,0.00407338516,0.004113012438000001,structural_stop,-11.738068883719563
1787595900000,1787595960000,SHORT,0.0040181962,0.004041623162999999,structural_stop,-7.836049011991797
1787694600000,1787695380000,SHORT,0.0038257347,0.003848234493,structural_stop,-7.887050346956863
1787696100000,1787696760000,LONG,0.00386087202,0.0038396694125000003,structural_stop,-7.486171202457945
1787878200000,1787878620000,SHORT,0.00387242536,0.0038956764795,structural_stop,-8.010282563457832
1787930100000,1787930700000,SHORT,0.00378704244,0.0038173008074999996,structural_stop,-9.997963146011017
1787936700000,1787937540000,SHORT,0.0036900618400000002,0.0037144252365,structural_stop,-8.609038263841082
1787940300000,1787956680000,SHORT,0.0036878622800000003,0.0036789331394999998,structural_stop,0.4236451802914101
1788136200000,1788136620000,SHORT,0.00342901406,0.0034469792579999996,structural_stop,-7.2444122080968185
1788703800000,1788711060000,SHORT,0.00360407904,0.0035866946954999997,structural_stop,2.92765243142398
