entry_time,exit_time,side,entry_price,exit_price,reason,net_pnl,funding
1786312080000,1786312320000,1,0.0233616714,0.023335332,confirmed_pivot,-3.126334676550524,0.0
1786312320000,1786312440000,-1,0.023335332,0.0234626916,opposite_break,-7.463258872854181,0.0
1786312440000,1786312620000,1,0.0234626916,0.023351328799999998,confirmed_pivot,-6.74163148442869,0.0
1786312620000,1786312800000,-1,0.023351328799999998,0.023662731599999997,opposite_break,-15.348885002210203,0.0
1786312800000,1786313520000,1,0.023662731599999997,0.022945410000000003,opposite_break,-32.284089365236014,0.0
1786313520000,1786314000000,-1,0.022945410000000003,0.022664531999999998,confirmed_pivot,10.253382179704142,0.0
1786314000000,1786316400000,1,0.022664531999999998,0.022563486400000003,opposite_break,-6.453855671936889,0.0
1786316400000,1786316520000,-1,0.022563486400000003,0.022625524199999997,confirmed_pivot,-4.752227058314633,0.0
1786316520000,1786317180000,1,0.022625524199999997,0.0227774436,confirmed_pivot,4.707799530231536,0.0
1786317180000,1786317720000,-1,0.0227774436,0.0219833958,confirmed_pivot,32.896007724062564,0.0
1786317720000,1786318560000,1,0.0219833958,0.0217386514,opposite_break,-13.122014898171464,0.0
1786318560000,1786319520000,-1,0.0217386514,0.0218473686,confirmed_pivot,-7.00610250367235,0.0
1786319520000,1786319760000,1,0.0218473686,0.021805638,confirmed_pivot,-3.9081872129900947,0.0
1786319760000,1786320360000,-1,0.021805638,0.021839367,confirmed_pivot,-2.46308062122281,1.0852679755942019
1786320360000,1786321020000,1,0.021839367,0.021180763,opposite_break,-32.12657811922847,0.0
1786321020000,1786321620000,-1,0.021180763,0.020924184000000002,confirmed_pivot,10.125888902113505,0.0
1786321620000,1786321740000,1,0.020924184000000002,0.0208238344,opposite_break,-6.791070963627573,0.0
1786321740000,1786322100000,-1,0.0208238344,0.0207821556,confirmed_pivot,0.0034964742132279625,0.0
1786322100000,1786323060000,1,0.0207821556,0.0205518888,confirmed_pivot,-13.06894480185684,0.0
1786323060000,1786324140000,-1,0.0205518888,0.0197719536,confirmed_pivot,35.987512622197606,0.0
1786324140000,1786324800000,1,0.0197719536,0.019431113,opposite_break,-19.221351328682037,0.0
1786324800000,1786325280000,-1,0.019431113,0.018956790600000002,confirmed_pivot,22.434870117836155,0.0
1786325280000,1786325580000,1,0.018956790600000002,0.019341131,confirmed_pivot,18.25427551011714,0.0
1786325580000,1786326840000,-1,0.019341131,0.018468692999999998,confirmed_pivot,43.153018093926526,0.0
